tract_code,county_fips,year,NAME,total_population,median_age,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,white_non_hispanic,black_alone,hispanic_latino,asian_alone,race_total
971400,123,2022,Census Tract 9714; Warren County; Pennsylvania,1705,54.1,92.5,0.2,3.8,0.0,3.5,1577,3,64,0,1705
960100,023,2023,Census Tract 9601; Cameron County; Pennsylvania,2005,47.8,88.0,0.0,2.8,0.7,8.5,1765,0,56,14,2005
960200,023,2023,Census Tract 9602; Cameron County; Pennsylvania,2470,57.1,97.1,0.1,1.1,0.4,1.3,2398,2,27,9,2470
160101,031,2023,Census Tract 1601.01; Clarion County; Pennsylvania,1784,50.1,99.3,0.0,0.4,0.0,0.3,1771,0,7,0,1784
160103,031,2023,Census Tract 1601.03; Clarion County; Pennsylvania,2924,24.1,87.4,7.7,1.9,0.0,3.0,2557,226,56,0,2924
160104,031,2023,Census Tract 1601.04; Clarion County; Pennsylvania,1789,47.3,98.5,0.1,0.2,0.0,1.2,1763,1,4,0,1789
160201,031,2023,Census Tract 1602.01; Clarion County; Pennsylvania,1626,47.3,99.4,0.0,0.0,0.0,0.6,1616,0,0,0,1626
160202,031,2023,Census Tract 1602.02; Clarion County; Pennsylvania,1682,44.9,90.7,0.3,0.1,0.0,8.9,1525,5,1,0,1682
160300,031,2023,Census Tract 1603; Clarion County; Pennsylvania,4773,44.1,95.7,1.0,0.6,0.3,2.4,4568,50,29,12,4773
160400,031,2023,Census Tract 1604; Clarion County; Pennsylvania,3513,43.6,96.7,0.0,0.2,0.6,2.5,3396,0,6,20,3513
160500,031,2023,Census Tract 1605; Clarion County; Pennsylvania,3663,47.3,96.6,0.0,0.2,0.0,3.2,3540,1,9,0,3663
160600,031,2023,Census Tract 1606; Clarion County; Pennsylvania,4202,23.9,86.9,7.1,4.2,1.5,0.3,3653,300,176,61,4202
160701,031,2023,Census Tract 1607.01; Clarion County; Pennsylvania,2121,49.5,94.2,0.2,1.8,1.9,1.9,1997,5,38,41,2121
160702,031,2023,Census Tract 1607.02; Clarion County; Pennsylvania,2125,43.2,95.0,1.4,0.0,0.5,3.1,2018,29,1,11,2125
160800,031,2023,Census Tract 1608; Clarion County; Pennsylvania,3626,47.6,95.0,0.4,2.3,0.5,1.8,3445,13,82,18,3626
160900,031,2023,Census Tract 1609; Clarion County; Pennsylvania,3469,43.4,98.5,0.1,0.1,0.1,1.2,3417,4,5,5,3469
330100,033,2023,Census Tract 3301; Clearfield County; Pennsylvania,4821,50.9,94.2,0.1,5.6,0.0,0.1,4540,5,271,0,4821
330200,033,2023,Census Tract 3302; Clearfield County; Pennsylvania,2959,38.2,98.0,0.4,0.6,0.3,0.7,2901,12,18,9,2959
330300,033,2023,Census Tract 3303; Clearfield County; Pennsylvania,4490,37.5,91.2,1.1,6.2,0.6,0.9,4097,50,279,25,4490
330400,033,2023,Census Tract 3304; Clearfield County; Pennsylvania,6984,45.9,98.6,0.0,0.0,1.4,0.0,6885,1,0,98,6984
330500,033,2023,Census Tract 3305; Clearfield County; Pennsylvania,4379,46.7,95.0,0.0,1.7,0.9,2.4,4160,1,73,39,4379
330600,033,2023,Census Tract 3306; Clearfield County; Pennsylvania,3276,53.3,97.8,0.2,1.3,0.3,0.4,3204,8,42,10,3276
330700,033,2023,Census Tract 3307; Clearfield County; Pennsylvania,2103,51.3,92.3,2.9,2.5,0.8,1.5,1941,60,53,17,2103
330800,033,2023,Census Tract 3308; Clearfield County; Pennsylvania,6843,47.5,95.3,0.0,2.3,0.0,2.4,6520,0,156,0,6843
330900,033,2023,Census Tract 3309; Clearfield County; Pennsylvania,5467,48.8,81.4,6.3,9.5,0.5,2.3,4450,343,520,29,5467
331000,033,2023,Census Tract 3310; Clearfield County; Pennsylvania,4814,44.4,94.4,0.6,1.9,0.1,3.0,4545,27,93,3,4814
331100,033,2023,Census Tract 3311; Clearfield County; Pennsylvania,3018,40.3,92.3,0.3,0.0,2.9,4.5,2787,10,0,88,3018
331200,033,2023,Census Tract 3312; Clearfield County; Pennsylvania,2900,38.7,93.9,1.3,2.1,1.0,1.7,2722,38,61,28,2900
331300,033,2023,Census Tract 3313; Clearfield County; Pennsylvania,4185,43.0,97.4,0.8,1.1,0.0,0.7,4078,32,47,0,4185
331401,033,2023,Census Tract 3314.01; Clearfield County; Pennsylvania,3369,46.0,96.9,0.0,1.5,0.4,1.2,3265,0,52,15,3369
331402,033,2023,Census Tract 3314.02; Clearfield County; Pennsylvania,3608,44.9,92.7,0.7,1.0,0.2,5.4,3344,25,36,7,3608
331500,033,2023,Census Tract 3315; Clearfield County; Pennsylvania,1722,48.6,96.1,0.0,1.9,0.2,1.8,1655,0,33,3,1722
331600,033,2023,Census Tract 3316; Clearfield County; Pennsylvania,2383,50.7,92.2,0.2,0.1,1.6,5.9,2197,5,3,37,2383
331700,033,2023,Census Tract 3317; Clearfield County; Pennsylvania,6772,43.3,75.7,13.7,6.3,0.4,3.9,5128,931,424,27,6772
331800,033,2023,Census Tract 3318; Clearfield County; Pennsylvania,2557,47.1,92.4,0.8,2.0,0.0,4.8,2362,21,50,0,2557
331900,033,2023,Census Tract 3319; Clearfield County; Pennsylvania,2252,43.0,95.8,0.1,2.7,0.0,1.4,2158,2,60,1,2252
110100,039,2023,Census Tract 1101; Crawford County; Pennsylvania,6247,35.4,95.5,0.4,1.6,0.2,2.3,5964,22,100,14,6247
110201,039,2023,Census Tract 1102.01; Crawford County; Pennsylvania,3658,47.1,95.5,0.3,1.4,0.0,2.8,3494,11,51,0,3658
110202,039,2023,Census Tract 1102.02; Crawford County; Pennsylvania,4254,40.3,89.8,3.6,3.9,0.3,2.4,3818,154,167,14,4254
110300,039,2023,Census Tract 1103; Crawford County; Pennsylvania,4444,46.3,95.3,0.7,2.1,0.0,1.9,4235,29,92,1,4444
110400,039,2023,Census Tract 1104; Crawford County; Pennsylvania,2542,46.9,93.1,0.0,2.4,0.0,4.5,2366,0,60,1,2542
110501,039,2023,Census Tract 1105.01; Crawford County; Pennsylvania,1936,35.5,95.8,0.0,3.0,0.0,1.2,1855,0,58,0,1936
110502,039,2023,Census Tract 1105.02; Crawford County; Pennsylvania,2779,54.4,94.2,0.0,1.8,0.8,3.2,2618,0,49,22,2779
110600,039,2023,Census Tract 1106; Crawford County; Pennsylvania,2752,47.8,97.5,0.0,0.4,0.1,2.0,2684,0,12,3,2752
110700,039,2023,Census Tract 1107; Crawford County; Pennsylvania,3806,41.2,93.0,1.7,2.3,0.8,2.2,3538,65,89,30,3806
110800,039,2023,Census Tract 1108; Crawford County; Pennsylvania,4842,44.6,94.1,1.6,1.1,0.1,3.1,4556,77,53,6,4842
110900,039,2023,Census Tract 1109; Crawford County; Pennsylvania,2797,48.9,89.6,1.0,1.9,0.5,7.0,2507,27,54,14,2797
111000,039,2023,Census Tract 1110; Crawford County; Pennsylvania,2347,45.4,96.7,0.0,0.7,0.2,2.4,2270,0,17,4,2347
111100,039,2023,Census Tract 1111; Crawford County; Pennsylvania,2850,47.9,89.5,3.1,1.5,1.8,4.1,2551,88,44,51,2850
111200,039,2023,Census Tract 1112; Crawford County; Pennsylvania,2380,39.4,98.9,0.0,0.2,0.2,0.7,2354,0,4,4,2380
111300,039,2023,Census Tract 1113; Crawford County; Pennsylvania,5306,47.2,95.1,0.2,0.7,0.3,3.7,5045,8,37,17,5306
111400,039,2023,Census Tract 1114; Crawford County; Pennsylvania,4446,45.0,97.4,0.0,0.0,0.0,2.6,4332,0,0,0,4446
111500,039,2023,Census Tract 1115; Crawford County; Pennsylvania,4828,37.1,85.8,8.3,0.3,1.0,4.6,4141,400,14,47,4828
111600,039,2023,Census Tract 1116; Crawford County; Pennsylvania,3670,39.2,93.2,1.7,1.9,0.0,3.2,3420,64,70,0,3670
111700,039,2023,Census Tract 1117; Crawford County; Pennsylvania,4788,29.0,85.3,6.0,3.7,2.4,2.6,4086,289,179,114,4788
111800,039,2023,Census Tract 1118; Crawford County; Pennsylvania,5281,52.3,92.8,1.2,0.4,1.9,3.7,4899,64,22,98,5281
111900,039,2023,Census Tract 1119; Crawford County; Pennsylvania,3450,37.3,95.5,0.3,0.4,0.1,3.7,3294,10,15,5,3450
112001,039,2023,Census Tract 1120.01; Crawford County; Pennsylvania,2485,53.7,96.4,0.0,1.9,0.4,1.3,2396,0,48,10,2485
112002,039,2023,Census Tract 1120.02; Crawford County; Pennsylvania,1301,60.5,96.4,0.0,2.6,0.0,1.0,1254,0,34,0,1301
950100,047,2023,Census Tract 9501; Elk County; Pennsylvania,1516,49.6,96.4,0.0,0.3,0.5,2.8,1461,0,4,7,1516
950200,047,2023,Census Tract 9502; Elk County; Pennsylvania,2918,52.9,97.4,0.0,1.4,0.7,0.5,2841,0,40,21,2918
950400,047,2023,Census Tract 9504; Elk County; Pennsylvania,3991,44.4,93.3,0.3,0.4,0.4,5.6,3724,13,15,17,3991
950500,047,2023,Census Tract 9505; Elk County; Pennsylvania,2477,43.4,92.4,0.0,1.7,0.0,5.9,2289,0,41,0,2477
950900,047,2023,Census Tract 9509; Elk County; Pennsylvania,2252,48.3,97.0,0.0,0.2,0.0,2.8,2185,0,4,0,2252
951000,047,2023,Census Tract 9510; Elk County; Pennsylvania,4937,47.0,97.8,0.5,0.0,0.9,0.8,4829,26,0,46,4937
951100,047,2023,Census Tract 9511; Elk County; Pennsylvania,5375,52.9,94.6,0.4,2.2,0.4,2.4,5084,24,120,24,5375
951200,047,2023,Census Tract 9512; Elk County; Pennsylvania,2005,50.6,92.2,5.0,0.0,0.5,2.3,1849,101,0,11,2005
951300,047,2023,Census Tract 9513; Elk County; Pennsylvania,5232,47.8,92.3,1.8,1.6,0.0,4.3,4827,93,82,0,5232
000100,049,2023,Census Tract 1; Erie County; Pennsylvania,1529,62.2,72.3,17.2,7.5,0.8,2.2,1105,263,115,12,1529
000200,049,2023,Census Tract 2; Erie County; Pennsylvania,3562,54.7,87.5,2.0,3.3,4.4,2.8,3117,71,116,158,3562
000300,049,2023,Census Tract 3; Erie County; Pennsylvania,3611,25.7,53.8,24.5,7.7,2.4,11.6,1941,885,278,86,3611
000400,049,2023,Census Tract 4; Erie County; Pennsylvania,1847,43.2,52.4,22.0,11.4,6.2,8.0,967,407,210,115,1847
000500,049,2023,Census Tract 5; Erie County; Pennsylvania,3178,30.4,42.5,45.6,8.7,0.4,2.8,1350,1449,276,14,3178
000600,049,2023,Census Tract 6; Erie County; Pennsylvania,3277,27.6,52.8,23.2,17.8,1.8,4.4,1731,760,584,60,3277
000700,049,2023,Census Tract 7; Erie County; Pennsylvania,2326,33.3,63.5,16.3,13.8,0.0,6.4,1476,378,322,0,2326
000800,049,2023,Census Tract 8; Erie County; Pennsylvania,1875,33.3,44.5,35.3,7.8,2.0,10.4,835,661,147,38,1875
000901,049,2023,Census Tract 9.01; Erie County; Pennsylvania,2218,29.5,66.9,15.6,16.2,1.2,0.1,1484,346,359,26,2218
000902,049,2023,Census Tract 9.02; Erie County; Pennsylvania,2241,22.6,68.2,10.4,12.7,5.4,3.3,1528,234,284,121,2241
001000,049,2023,Census Tract 10; Erie County; Pennsylvania,3036,30.5,70.1,13.6,6.1,2.3,7.9,2127,413,185,71,3036
001100,049,2023,Census Tract 11; Erie County; Pennsylvania,3108,33.6,69.8,1.6,18.5,0.0,10.1,2168,49,575,0,3108
001200,049,2023,Census Tract 12; Erie County; Pennsylvania,2751,35.8,57.8,14.9,7.6,1.2,18.5,1589,409,209,32,2751
001300,049,2023,Census Tract 13; Erie County; Pennsylvania,1687,26.3,38.7,36.0,17.7,0.0,7.6,653,608,298,0,1687
001400,049,2023,Census Tract 14; Erie County; Pennsylvania,2279,37.2,53.8,34.9,3.0,5.9,2.4,1226,795,69,134,2279
001500,049,2023,Census Tract 15; Erie County; Pennsylvania,2797,25.4,24.1,37.3,26.9,2.7,9.0,675,1044,752,76,2797
001600,049,2023,Census Tract 16; Erie County; Pennsylvania,4055,42.4,64.8,14.1,5.9,9.2,6.0,2628,573,238,374,4055
001700,049,2023,Census Tract 17; Erie County; Pennsylvania,2516,35.9,49.1,37.2,4.8,2.3,6.6,1235,937,121,57,2516
001800,049,2023,Census Tract 18; Erie County; Pennsylvania,1985,33.3,30.3,52.6,6.9,4.2,6.0,602,1045,137,83,1985
001900,049,2023,Census Tract 19; Erie County; Pennsylvania,1718,56.9,82.5,8.8,7.3,1.3,0.1,1417,152,126,22,1718
002000,049,2023,Census Tract 20; Erie County; Pennsylvania,3183,31.6,67.5,8.0,12.5,4.7,7.3,2150,255,399,151,3183
002100,049,2023,Census Tract 21; Erie County; Pennsylvania,3563,40.6,89.3,7.2,1.1,0.0,2.4,3180,255,40,0,3563
002200,049,2023,Census Tract 22; Erie County; Pennsylvania,3675,37.5,79.4,6.8,2.8,0.1,10.9,2919,249,104,2,3675
002300,049,2023,Census Tract 23; Erie County; Pennsylvania,2330,42.4,82.7,5.2,5.8,0.0,6.3,1927,122,136,0,2330
002400,049,2023,Census Tract 24; Erie County; Pennsylvania,3239,29.8,67.3,3.9,9.2,0.0,19.6,2181,127,299,0,3239
002500,049,2023,Census Tract 25; Erie County; Pennsylvania,2373,35.4,56.6,18.7,7.6,1.6,15.5,1343,443,180,39,2373
002600,049,2023,Census Tract 26; Erie County; Pennsylvania,3966,38.2,70.5,9.4,9.1,3.6,7.4,2797,373,360,142,3966
002700,049,2023,Census Tract 27; Erie County; Pennsylvania,6558,39.8,78.5,8.5,9.2,0.1,3.7,5146,555,605,7,6558
002800,049,2023,Census Tract 28; Erie County; Pennsylvania,6617,29.5,81.8,4.0,2.8,3.5,7.9,5415,263,184,231,6617
002900,049,2023,Census Tract 29; Erie County; Pennsylvania,2787,48.3,92.4,2.4,1.9,0.6,2.7,2576,66,54,17,2787
003000,049,2023,Census Tract 30; Erie County; Pennsylvania,4269,35.0,77.8,7.2,3.7,5.4,5.9,3321,306,158,231,4269
010101,049,2023,Census Tract 101.01; Erie County; Pennsylvania,3061,45.1,94.0,0.3,1.3,0.8,3.6,2878,9,40,25,3061
010103,049,2023,Census Tract 101.03; Erie County; Pennsylvania,1938,48.9,94.4,0.0,1.0,0.0,4.6,1829,0,19,0,1938
010104,049,2023,Census Tract 101.04; Erie County; Pennsylvania,2379,46.6,93.2,1.4,2.2,0.3,2.9,2218,33,52,8,2379
010107,049,2023,Census Tract 101.07; Erie County; Pennsylvania,1269,45.6,95.4,1.4,0.9,0.6,1.7,1211,18,12,8,1269
010108,049,2023,Census Tract 101.08; Erie County; Pennsylvania,2180,41.4,51.7,43.7,4.4,0.0,0.2,1126,953,96,0,2180
010201,049,2023,Census Tract 102.01; Erie County; Pennsylvania,5880,44.8,91.0,0.5,4.1,0.1,4.3,5352,28,241,8,5880
010202,049,2023,Census Tract 102.02; Erie County; Pennsylvania,5307,49.1,97.0,0.0,1.4,0.4,1.2,5146,0,74,22,5307
010301,049,2023,Census Tract 103.01; Erie County; Pennsylvania,4887,44.3,96.7,0.1,0.1,0.0,3.1,4727,5,6,0,4887
010303,049,2023,Census Tract 103.03; Erie County; Pennsylvania,5884,39.8,94.9,0.2,1.4,2.8,0.7,5584,12,83,164,5884
010304,049,2023,Census Tract 103.04; Erie County; Pennsylvania,5272,44.8,94.2,0.2,2.0,0.1,3.5,4967,8,107,5,5272
010400,049,2023,Census Tract 104; Erie County; Pennsylvania,4410,48.7,92.8,0.3,5.2,1.0,0.7,4093,12,230,44,4410
010500,049,2023,Census Tract 105; Erie County; Pennsylvania,3842,48.9,95.7,1.4,1.8,0.7,0.4,3676,55,68,26,3842
010700,049,2023,Census Tract 107; Erie County; Pennsylvania,4137,39.7,85.8,0.6,1.5,3.4,8.7,3551,26,61,140,4137
010800,049,2023,Census Tract 108; Erie County; Pennsylvania,3397,43.6,90.7,4.3,1.8,1.2,2.0,3081,145,61,42,3397
010902,049,2023,Census Tract 109.02; Erie County; Pennsylvania,4002,51.5,90.9,1.9,2.0,2.8,2.4,3637,75,79,114,4002
010903,049,2023,Census Tract 109.03; Erie County; Pennsylvania,7263,37.2,86.5,1.0,2.8,5.3,4.4,6285,74,204,386,7263
010904,049,2023,Census Tract 109.04; Erie County; Pennsylvania,5539,45.6,87.8,1.4,0.3,7.8,2.7,4863,78,19,434,5539
011001,049,2023,Census Tract 110.01; Erie County; Pennsylvania,6990,39.4,87.3,2.9,0.0,2.9,6.9,6104,205,0,200,6990
011002,049,2023,Census Tract 110.02; Erie County; Pennsylvania,4102,56.9,81.9,5.0,3.8,4.5,4.8,3358,206,157,186,4102
011101,049,2023,Census Tract 111.01; Erie County; Pennsylvania,5424,37.1,86.4,2.8,3.2,4.3,3.3,4687,151,172,232,5424
011102,049,2023,Census Tract 111.02; Erie County; Pennsylvania,3233,37.8,81.9,4.2,11.2,0.0,2.7,2649,135,361,0,3233
011201,049,2023,Census Tract 112.01; Erie County; Pennsylvania,4470,45.0,94.8,2.6,0.7,0.0,1.9,4237,115,30,0,4470
011202,049,2023,Census Tract 112.02; Erie County; Pennsylvania,7303,50.0,95.3,0.9,2.9,0.0,0.9,6958,66,209,0,7303
011300,049,2023,Census Tract 113; Erie County; Pennsylvania,3189,37.9,84.9,0.9,5.0,2.8,6.4,2709,29,161,88,3189
011400,049,2023,Census Tract 114; Erie County; Pennsylvania,3786,38.9,85.1,11.9,0.5,0.6,1.9,3221,452,20,21,3786
011503,049,2023,Census Tract 115.03; Erie County; Pennsylvania,3799,45.1,92.5,1.6,2.2,1.9,1.8,3515,59,85,72,3799
011508,049,2023,Census Tract 115.08; Erie County; Pennsylvania,5109,46.9,90.0,0.0,2.9,5.7,1.4,4599,0,150,291,5109
011509,049,2023,Census Tract 115.09; Erie County; Pennsylvania,2754,47.0,93.5,1.2,1.4,0.0,3.9,2575,34,39,1,2754
011510,049,2023,Census Tract 115.10; Erie County; Pennsylvania,2798,53.1,96.9,0.0,0.5,1.1,1.5,2711,0,14,31,2798
011511,049,2023,Census Tract 115.11; Erie County; Pennsylvania,2177,20.0,81.0,4.8,2.7,10.0,1.5,1764,104,58,218,2177
011600,049,2023,Census Tract 116; Erie County; Pennsylvania,4069,42.9,91.0,1.2,1.6,0.7,5.5,3702,48,64,29,4069
011701,049,2023,Census Tract 117.01; Erie County; Pennsylvania,3003,41.9,93.5,0.3,3.5,1.8,0.9,2808,8,106,54,3003
011702,049,2023,Census Tract 117.02; Erie County; Pennsylvania,5445,40.9,90.1,0.2,4.3,0.0,5.4,4906,9,236,0,5445
011801,049,2023,Census Tract 118.01; Erie County; Pennsylvania,2707,37.6,97.5,0.1,1.3,0.3,0.8,2638,4,35,9,2707
011802,049,2023,Census Tract 118.02; Erie County; Pennsylvania,2724,50.4,97.7,0.0,1.3,0.2,0.8,2660,0,35,6,2724
011900,049,2023,Census Tract 119; Erie County; Pennsylvania,6162,37.8,86.6,0.5,5.4,0.4,7.1,5339,31,331,25,6162
012001,049,2023,Census Tract 120.01; Erie County; Pennsylvania,2514,51.5,93.9,0.0,3.0,0.7,2.4,2361,0,76,18,2514
012002,049,2023,Census Tract 120.02; Erie County; Pennsylvania,2911,47.2,90.7,0.0,4.9,0.0,4.4,2641,0,142,0,2911
012100,049,2023,Census Tract 121; Erie County; Pennsylvania,7310,44.9,94.7,0.1,3.6,0.2,1.4,6923,4,264,13,7310
012201,049,2023,Census Tract 122.01; Erie County; Pennsylvania,6164,41.2,95.0,1.0,2.7,0.0,1.3,5853,63,168,0,6164
012202,049,2023,Census Tract 122.02; Erie County; Pennsylvania,5303,23.6,91.4,1.7,3.5,1.3,2.1,4849,88,187,69,5303
012400,049,2023,Census Tract 124; Erie County; Pennsylvania,1295,50.6,88.7,1.0,1.2,0.5,8.6,1149,13,15,7,1295
990000,049,2023,Census Tract 9900; Erie County; Pennsylvania,0,-666666666.0,,,,,,0,0,0,0,0
530100,053,2023,Census Tract 5301; Forest County; Pennsylvania,4212,41.6,67.7,21.6,7.2,0.6,2.9,2852,911,305,27,4212
530200,053,2023,Census Tract 5302; Forest County; Pennsylvania,2573,57.1,95.6,0.8,1.3,0.6,1.7,2461,20,33,15,2573
950100,065,2023,Census Tract 9501; Jefferson County; Pennsylvania,2044,48.7,97.1,0.0,0.0,0.0,2.9,1984,0,0,0,2044
950200,065,2023,Census Tract 9502; Jefferson County; Pennsylvania,3018,43.7,96.9,0.9,0.9,0.0,1.3,2925,26,28,0,3018
950300,065,2023,Census Tract 9503; Jefferson County; Pennsylvania,5543,45.0,95.9,0.8,0.4,0.2,2.7,5317,47,21,11,5543
950400,065,2023,Census Tract 9504; Jefferson County; Pennsylvania,1772,39.2,95.7,0.7,1.2,0.0,2.4,1696,12,21,0,1772
950500,065,2023,Census Tract 9505; Jefferson County; Pennsylvania,2187,37.7,85.6,0.5,6.2,3.1,4.6,1872,11,136,67,2187
950600,065,2023,Census Tract 9506; Jefferson County; Pennsylvania,5563,44.8,96.1,0.5,0.8,0.3,2.3,5347,27,42,15,5563
950700,065,2023,Census Tract 9507; Jefferson County; Pennsylvania,2622,35.4,96.3,0.0,1.1,0.5,2.1,2526,0,29,14,2622
950800,065,2023,Census Tract 9508; Jefferson County; Pennsylvania,3544,48.8,96.3,1.0,0.2,0.0,2.5,3414,34,6,0,3544
950900,065,2023,Census Tract 9509; Jefferson County; Pennsylvania,4101,45.0,96.4,0.0,2.0,0.0,1.6,3955,0,83,2,4101
951000,065,2023,Census Tract 9510; Jefferson County; Pennsylvania,4244,34.4,97.2,0.0,0.2,0.0,2.6,4124,0,9,0,4244
951100,065,2023,Census Tract 9511; Jefferson County; Pennsylvania,3772,49.7,96.2,0.3,0.4,0.0,3.1,3627,12,16,0,3772
951200,065,2023,Census Tract 9512; Jefferson County; Pennsylvania,3362,40.2,98.2,0.5,0.3,0.0,1.0,3300,16,10,0,3362
951300,065,2023,Census Tract 9513; Jefferson County; Pennsylvania,2327,55.7,97.6,0.2,1.4,0.0,0.8,2271,4,32,0,2327
420100,083,2023,Census Tract 4201; McKean County; Pennsylvania,3153,51.6,97.9,0.0,0.2,0.2,1.7,3086,0,5,6,3153
420200,083,2023,Census Tract 4202; McKean County; Pennsylvania,3021,35.6,91.5,0.1,3.5,0.0,4.9,2764,2,105,0,3021
420300,083,2023,Census Tract 4203; McKean County; Pennsylvania,2298,39.7,97.1,2.0,0.3,0.0,0.6,2231,47,8,0,2298
420400,083,2023,Census Tract 4204; McKean County; Pennsylvania,2419,46.9,92.4,1.7,0.1,1.5,4.3,2235,42,3,37,2419
420500,083,2023,Census Tract 4205; McKean County; Pennsylvania,2740,48.6,95.4,0.0,1.8,0.5,2.3,2615,0,48,13,2740
420600,083,2023,Census Tract 4206; McKean County; Pennsylvania,5061,51.0,98.4,0.0,0.4,0.2,1.0,4981,2,21,12,5061
420700,083,2023,Census Tract 4207; McKean County; Pennsylvania,4323,41.1,93.5,0.9,0.9,0.3,4.4,4040,37,39,15,4323
420800,083,2023,Census Tract 4208; McKean County; Pennsylvania,3682,46.7,95.4,0.7,1.8,0.1,2.0,3514,27,68,5,3682
420900,083,2023,Census Tract 4209; McKean County; Pennsylvania,1782,51.3,89.5,0.0,0.0,0.0,10.5,1595,0,0,0,1782
421000,083,2023,Census Tract 4210; McKean County; Pennsylvania,5657,36.9,77.3,12.4,6.2,1.2,2.9,4373,699,350,66,5657
421100,083,2023,Census Tract 4211; McKean County; Pennsylvania,3742,44.9,94.3,0.2,0.4,0.6,4.5,3529,9,16,24,3742
421200,083,2023,Census Tract 4212; McKean County; Pennsylvania,2271,42.0,95.3,0.1,3.0,0.7,0.9,2164,3,68,16,2271
200000,121,2023,Census Tract 2000; Venango County; Pennsylvania,2958,51.4,96.5,0.2,1.1,0.4,1.8,2854,5,34,11,2958
200100,121,2023,Census Tract 2001; Venango County; Pennsylvania,3692,48.9,97.3,0.0,0.4,0.1,2.2,3594,0,13,4,3692
200201,121,2023,Census Tract 2002.01; Venango County; Pennsylvania,3255,50.8,94.5,0.8,0.9,0.0,3.8,3076,27,30,1,3255
200202,121,2023,Census Tract 2002.02; Venango County; Pennsylvania,1956,55.5,95.2,1.5,1.8,0.5,1.0,1863,29,35,10,1956
200300,121,2023,Census Tract 2003; Venango County; Pennsylvania,1587,39.6,90.0,5.1,1.3,0.0,3.6,1429,81,21,0,1587
200400,121,2023,Census Tract 2004; Venango County; Pennsylvania,2199,43.8,86.5,1.8,0.4,0.0,11.3,1903,39,8,0,2199
200500,121,2023,Census Tract 2005; Venango County; Pennsylvania,2240,43.1,81.2,7.4,0.4,0.6,10.4,1818,166,8,14,2240
200600,121,2023,Census Tract 2006; Venango County; Pennsylvania,4745,47.4,97.5,0.6,0.8,0.0,1.1,4626,29,39,0,4745
200700,121,2023,Census Tract 2007; Venango County; Pennsylvania,1631,40.4,90.6,1.7,4.3,0.0,3.4,1477,28,70,0,1631
200800,121,2023,Census Tract 2008; Venango County; Pennsylvania,2602,38.6,93.4,0.6,2.4,1.3,2.3,2430,15,63,35,2602
200900,121,2023,Census Tract 2009; Venango County; Pennsylvania,2150,40.0,97.5,0.1,1.0,0.0,1.4,2097,2,21,0,2150
201000,121,2023,Census Tract 2010; Venango County; Pennsylvania,3134,44.4,94.1,0.8,0.1,1.4,3.6,2950,24,4,43,3134
201100,121,2023,Census Tract 2011; Venango County; Pennsylvania,4538,50.5,92.7,0.7,1.3,0.2,5.1,4208,30,61,11,4538
201200,121,2023,Census Tract 2012; Venango County; Pennsylvania,2922,51.8,95.3,0.2,0.4,0.8,3.3,2784,7,12,22,2922
201300,121,2023,Census Tract 2013; Venango County; Pennsylvania,3378,48.5,93.8,1.2,2.2,0.0,2.8,3169,42,73,0,3378
201400,121,2023,Census Tract 2014; Venango County; Pennsylvania,3774,46.5,95.8,0.1,1.0,0.1,3.0,3616,5,39,4,3774
201500,121,2023,Census Tract 2015; Venango County; Pennsylvania,3335,52.9,96.0,0.1,1.7,0.4,1.8,3201,3,56,15,3335
970100,123,2023,Census Tract 9701; Warren County; Pennsylvania,2138,49.2,94.9,0.3,3.1,0.1,1.6,2028,6,66,3,2138
970200,123,2023,Census Tract 9702; Warren County; Pennsylvania,4044,48.4,93.2,0.1,1.5,1.9,3.3,3771,6,61,78,4044
970300,123,2023,Census Tract 9703; Warren County; Pennsylvania,5068,42.6,91.1,0.0,2.2,0.3,6.4,4618,2,112,13,5068
970400,123,2023,Census Tract 9704; Warren County; Pennsylvania,2598,52.9,93.8,0.4,1.9,0.1,3.8,2437,11,49,2,2598
970500,123,2023,Census Tract 9705; Warren County; Pennsylvania,3450,47.4,97.6,0.2,0.8,0.0,1.4,3366,8,29,0,3450
970600,123,2023,Census Tract 9706; Warren County; Pennsylvania,3390,45.5,96.7,0.3,0.5,0.0,2.5,3277,10,18,0,3390
970700,123,2023,Census Tract 9707; Warren County; Pennsylvania,3044,43.6,98.9,0.0,0.5,0.0,0.6,3009,0,15,0,3044
970800,123,2023,Census Tract 9708; Warren County; Pennsylvania,2817,49.6,92.7,3.5,0.0,1.0,2.8,2610,100,0,29,2817
970900,123,2023,Census Tract 9709; Warren County; Pennsylvania,3412,39.8,94.5,2.2,0.6,0.5,2.2,3225,76,19,18,3412
971000,123,2023,Census Tract 9710; Warren County; Pennsylvania,2099,59.4,95.9,2.2,0.5,0.3,1.1,2012,46,11,7,2099
971100,123,2023,Census Tract 9711; Warren County; Pennsylvania,2825,53.9,97.0,0.4,1.2,0.4,1.0,2740,11,35,10,2825
971200,123,2023,Census Tract 9712; Warren County; Pennsylvania,1656,43.1,97.0,0.7,0.0,0.1,2.2,1606,12,0,2,1656
971400,123,2023,Census Tract 9714; Warren County; Pennsylvania,1633,55.0,92.5,0.2,2.3,0.0,5.0,1511,4,38,0,1633
